kanji	kanji_meaning	kanji_readings	kanji_strokes	component	component_meaning
鋭	pointed	エイ、するどい	15.0	儿	son, legs
鋳	casting	チュウ、いる	15.0	ノ	
鋳	casting	チュウ、いる	15.0	亠	lid
鋳	casting	チュウ、いる	15.0	土	earth
鋳	casting	チュウ、いる	15.0	金	gold
鋳	casting	チュウ、いる	15.0	寸	inch
鋼	steel	コウ、はがね	16.0	金	gold
鋼	steel	コウ、はがね	16.0	并	
鋼	steel	コウ、はがね	16.0	冂	wide
鋼	steel	コウ、はがね	16.0	山	mountain
鋼	steel	コウ、はがね	16.0	岡	hill
錠	lock	ジョウ	16.0	金	gold
錠	lock	ジョウ	16.0	疋	bolt of cloth
錠	lock	ジョウ	16.0	宀	roof
錦	brocade	キン、にしき	16.0	巾	turban
錦	brocade	キン、にしき	16.0	金	gold
錦	brocade	キン、にしき	16.0	白	white
錬	tempering	レン	16.0	｜	
錬	tempering	レン	16.0	一	one
錬	tempering	レン	16.0	金	gold
錬	tempering	レン	16.0	日	sun
錬	tempering	レン	16.0	木	tree
錬	tempering	レン	16.0	田	field
錬	tempering	レン	16.0	并	
錬	tempering	レン	16.0	ハ	
錮	tie up	コ	16.0	金	gold
錮	tie up	コ	16.0	口	mouth
錮	tie up	コ	16.0	十	ten
錮	tie up	コ	16.0	囗	enclosure
錯	confused	サク	16.0	｜	
錯	confused	サク	16.0	金	gold
錯	confused	サク	16.0	日	sun
録	record	ロク	16.0	ヨ	
録	record	ロク	16.0	金	gold
録	record	ロク	16.0	水	water
録	record	ロク	16.0	隶	slave
鍋	pot	なべ	17.0	金	gold
鍋	pot	なべ	17.0	口	mouth
鍋	pot	なべ	17.0	冂	wide
鍛	forge	タン、きたえる	17.0	金	gold
鍛	forge	タン、きたえる	17.0	殳	weapon
鍛	forge	タン、きたえる	17.0	几	table
鍛	forge	タン、きたえる	17.0	又	again
鍵	key	ケン、かぎ	17.0	金	gold
鍵	key	ケン、かぎ	17.0	廴	long stride
鍵	key	ケン、かぎ	17.0	聿	brush
鎌	sickle	かま	18.0	金	gold
鎌	sickle	かま	18.0	王	jade
鎌	sickle	かま	18.0	丶	dot
鎌	sickle	かま	18.0	ノ	
鎌	sickle	かま	18.0	ヨ	
鎌	sickle	かま	18.0	并	
鎌	sickle	かま	18.0	ハ	
鎖	chain	サ、くさり	18.0	貝	shell
鎖	chain	サ、くさり	18.0	目	eye
鎖	chain	サ、くさり	18.0	ハ	
鎖	chain	サ、くさり	18.0	金	gold
鎖	chain	サ、くさり	18.0	⺌	small
鎮	tranquilize	チン、しずめる、しずまる	18.0	金	gold
鎮	tranquilize	チン、しずめる、しずまる	18.0	十	ten
鎮	tranquilize	チン、しずめる、しずまる	18.0	并	
鎮	tranquilize	チン、しずめる、しずまる	18.0	目	eye
鎮	tranquilize	チン、しずめる、しずまる	18.0	一	one
鎮	tranquilize	チン、しずめる、しずまる	18.0	ハ	
鏡	mirror	キョウ、かがみ	19.0	音	sound
鏡	mirror	キョウ、かがみ	19.0	金	gold
鏡	mirror	キョウ、かがみ	19.0	日	sun
鏡	mirror	キョウ、かがみ	19.0	立	stand
鏡	mirror	キョウ、かがみ	19.0	儿	son, legs
鐘	bell	ショウ、かね	20.0	金	gold
鐘	bell	ショウ、かね	20.0	里	village
鐘	bell	ショウ、かね	20.0	立	stand
鑑	specimen	カン、かんがみる	23.0	金	gold
鑑	specimen	カン、かんがみる	23.0	皿	dish
鑑	specimen	カン、かんがみる	23.0	臣	minister
鑑	specimen	カン、かんがみる	23.0	二	two
長	long	チョウ、ながい	8.0	長	long
門	gates	モン、かど	8.0	門	gate
閉	closed	ヘイ、とじる、とざす、しめる、しまる	11.0	ノ	
閉	closed	ヘイ、とじる、とざす、しめる、しまる	11.0	一	one
閉	closed	ヘイ、とじる、とざす、しめる、しまる	11.0	門	gate
閉	closed	ヘイ、とじる、とざす、しめる、しまる	11.0	亅	hook
開	open	カイ、ひらく、ひらける、あく、あける	12.0	一	one
開	open	カイ、ひらく、ひらける、あく、あける	12.0	門	gate
開	open	カイ、ひらく、ひらける、あく、あける	12.0	廾	arch
閑	leisure	カン	12.0	木	tree
閑	leisure	カン	12.0	門	gate
間	interval	カン、ケン、あいだ、ま	12.0	日	sun
間	interval	カン、ケン、あいだ、ま	12.0	門	gate
関	related	カン、せき、かかわる	14.0	人	man
関	related	カン、せき、かかわる	14.0	大	big
関	related	カン、せき、かかわる	14.0	二	two
関	related	カン、せき、かかわる	14.0	ハ	
関	related	カン、せき、かかわる	14.0	門	gate
関	related	カン、せき、かかわる	14.0	并	
閣	tall	カク	14.0	口	mouth
閣	tall	カク	14.0	門	gate
閣	tall	カク	14.0	夂	go
閥	clique	バツ	14.0	⺅	
閥	clique	バツ	14.0	門	gate
閥	clique	バツ	14.0	戈	halberd
閲	review	エツ	15.0	口	mouth
閲	review	エツ	15.0	并	
閲	review	エツ	15.0	門	gate
閲	review	エツ	15.0	儿	son, legs
闇	darkness	やみ	17.0	音	sound
闇	darkness	やみ	17.0	日	sun
闇	darkness	やみ	17.0	門	gate
闇	darkness	やみ	17.0	立	stand
闘	fight	トウ、たたかう	18.0	口	mouth
闘	fight	トウ、たたかう	18.0	寸	inch
闘	fight	トウ、たたかう	18.0	豆	bean
闘	fight	トウ、たたかう	18.0	并	
闘	fight	トウ、たたかう	18.0	門	gate
阜	mound	フ	8.0	⻖	mound
阜	mound	フ	8.0	十	ten
阪	heights	ハン	7.0	又	again
阪	heights	ハン	7.0	厂	cliff
阪	heights	ハン	7.0	⻖	mound
防	prevent	ボウ、ふせぐ	7.0	方	square
防	prevent	ボウ、ふせぐ	7.0	⻖	mound
阻	thwart	ソ、はばむ	8.0	一	one
阻	thwart	ソ、はばむ	8.0	目	eye
阻	thwart	ソ、はばむ	8.0	⻖	mound
附	affixed	フ	8.0	⺅	
附	affixed	フ	8.0	寸	inch
附	affixed	フ	8.0	⻖	mound
降	descend	コウ、おりる、おろす、ふる	10.0	夂	go
降	descend	コウ、おりる、おろす、ふる	10.0	⻖	mound
降	descend	コウ、おりる、おろす、ふる	10.0	十	ten
限	limit	ゲン、かぎる	9.0	艮	stopping
限	limit	ゲン、かぎる	9.0	⻖	mound
陛	highness	ヘイ	10.0	土	earth
陛	highness	ヘイ	10.0	比	compare
陛	highness	ヘイ	10.0	⻖	mound
院	institution	イン	10.0	二	two
院	institution	イン	10.0	儿	son, legs
院	institution	イン	10.0	宀	roof
院	institution	イン	10.0	⻖	mound
院	institution	イン	10.0	元	origin
陣	camp	ジン	10.0	車	cart
陣	camp	ジン	10.0	⻖	mound
除	exclude	ジョ、ジ、のぞく	10.0	禾	grain
除	exclude	ジョ、ジ、のぞく	10.0	𠆢	
除	exclude	ジョ、ジ、のぞく	10.0	⻖	mound
陥	collapse	カン、おちいる、おとしいれる	10.0	｜	
陥	collapse	カン、おちいる、おとしいれる	10.0	日	sun
陥	collapse	カン、おちいる、おとしいれる	10.0	勹	wrap
陥	collapse	カン、おちいる、おとしいれる	10.0	⻖	mound
陪	obeisance	バイ	11.0	口	mouth
陪	obeisance	バイ	11.0	立	stand
陪	obeisance	バイ	11.0	⻖	mound
陰	shade	イン、かげ、かげる	11.0	二	two
陰	shade	イン、かげ、かげる	11.0	𠆢	
陰	shade	イン、かげ、かげる	11.0	厶	private
陰	shade	イン、かげ、かげる	11.0	⻖	mound
陳	exhibit	チン	11.0	｜	
陳	exhibit	チン	11.0	一	one
陳	exhibit	チン	11.0	田	field
陳	exhibit	チン	11.0	日	sun
陳	exhibit	チン	11.0	木	tree
陳	exhibit	チン	11.0	⻖	mound
陵	mausoleum	リョウ、みささぎ	11.0	土	earth
陵	mausoleum	リョウ、みささぎ	11.0	儿	son, legs
陵	mausoleum	リョウ、みささぎ	11.0	夂	go
陵	mausoleum	リョウ、みささぎ	11.0	⻖	mound
陶	pottery	トウ	11.0	缶	jar
陶	pottery	トウ	11.0	勹	wrap
陶	pottery	トウ	11.0	⻖	mound
陸	land	リク	11.0	土	earth
陸	land	リク	11.0	儿	son, legs
陸	land	リク	11.0	⻖	mound
険	precipitous	ケン、けわしい	11.0	口	mouth
険	precipitous	ケン、けわしい	11.0	人	man
険	precipitous	ケン、けわしい	11.0	𠆢	
険	precipitous	ケン、けわしい	11.0	⻖	mound
陽	sunshine	ヨウ	12.0	一	one
陽	sunshine	ヨウ	12.0	日	sun
陽	sunshine	ヨウ	12.0	勿	
陽	sunshine	ヨウ	12.0	⻖	mound
隅	corner	グウ、すみ	12.0	田	field
隅	corner	グウ、すみ	12.0	日	sun
隅	corner	グウ、すみ	12.0	冂	wide
隅	corner	グウ、すみ	12.0	厶	private
隅	corner	グウ、すみ	12.0	禸	track
隅	corner	グウ、すみ	12.0	⻖	mound
隆	hump	リュウ	11.0	生	life
隆	hump	リュウ	11.0	夂	go
隆	hump	リュウ	11.0	⻖	mound
隊	group	タイ	12.0	并	
隊	group	タイ	12.0	豕	pig
隊	group	タイ	12.0	⻖	mound
階	floor of a building	カイ	12.0	白	white
階	floor of a building	カイ	12.0	比	compare
階	floor of a building	カイ	12.0	⻖	mound
随	follow	ズイ	12.0	ノ	
随	follow	ズイ	12.0	一	one
随	follow	ズイ	12.0	月	moon
随	follow	ズイ	12.0	辶	
随	follow	ズイ	12.0	⻖	mound
隔	isolate	カク、へだてる、へだたる	13.0	一	one
隔	isolate	カク、へだてる、へだたる	13.0	口	mouth
隔	isolate	カク、へだてる、へだたる	13.0	儿	son, legs
隔	isolate	カク、へだてる、へだたる	13.0	冂	wide
隔	isolate	カク、へだてる、へだたる	13.0	⻖	mound
隔	isolate	カク、へだてる、へだたる	13.0	鬲	cauldron
隙	fissure	ゲキ、すき	13.0	小	small
隙	fissure	ゲキ、すき	13.0	日	sun
隙	fissure	ゲキ、すき	13.0	⻖	mound
際	occasion	サイ、きわ	14.0	ノ	
際	occasion	サイ、きわ	14.0	示	spirit
際	occasion	サイ、きわ	14.0	二	two
際	occasion	サイ、きわ	14.0	小	small
際	occasion	サイ、きわ	14.0	癶	footsteps
際	occasion	サイ、きわ	14.0	⻖	mound
障	hurt	ショウ、さわる	14.0	音	sound
障	hurt	ショウ、さわる	14.0	十	ten
障	hurt	ショウ、さわる	14.0	日	sun
障	hurt	ショウ、さわる	14.0	立	stand
障	hurt	ショウ、さわる	14.0	⻖	mound
隠	conceal	イン、かくす、かくれる	14.0	ノ	
隠	conceal	イン、かくす、かくれる	14.0	ヨ	
隠	conceal	イン、かくす、かくれる	14.0	⺌	small
隠	conceal	イン、かくす、かくれる	14.0	心	heart
隠	conceal	イン、かくす、かくれる	14.0	⻖	mound
隣	neighboring	リン、となる、となり	16.0	舛	oppose
隣	neighboring	リン、となる、となり	16.0	米	rice
隣	neighboring	リン、となる、となり	16.0	夕	evening
隣	neighboring	リン、となる、となり	16.0	⻖	mound
隷	slave	レイ	16.0	ヨ	
隷	slave	レイ	16.0	士	scholar
隷	slave	レイ	16.0	小	small
隷	slave	レイ	16.0	水	water
隷	slave	レイ	16.0	二	two
隷	slave	レイ	16.0	隶	slave
隷	slave	レイ	16.0	示	spirit
隷	slave	レイ	16.0	二	two
隷	slave	レイ	16.0	小	small
隻	vessels	セキ	10.0	又	again
隻	vessels	セキ	10.0	隹	short-tailed bird
雄	male	ユウ、お、おす	12.0	ノ	
雄	male	ユウ、お、おす	12.0	一	one
雄	male	ユウ、お、おす	12.0	厶	private
雄	male	ユウ、お、おす	12.0	隹	short-tailed bird
雅	gracious	ガ	13.0	牙	fang
雅	gracious	ガ	13.0	隹	short-tailed bird
集	collect	シュウ、あつまる、あつめる、つどう	12.0	木	tree
集	collect	シュウ、あつまる、あつめる、つどう	12.0	隹	short-tailed bird
雇	employ	コ、やとう	12.0	戸	door
雇	employ	コ、やとう	12.0	隹	short-tailed bird
雇	employ	コ、やとう	12.0	一	one
雇	employ	コ、やとう	12.0	尸	corpse
雌	feminine	シ、め、めす	14.0	止	stop
雌	feminine	シ、め、めす	14.0	匕	spoon
雌	feminine	シ、め、めす	14.0	隹	short-tailed bird
雑	miscellaneous	ザツ、ゾウ	14.0	木	tree
雑	miscellaneous	ザツ、ゾウ	14.0	隹	short-tailed bird
雑	miscellaneous	ザツ、ゾウ	14.0	九	nine
離	detach	リ、はなれる、はなす	19.0	亠	lid
離	detach	リ、はなれる、はなす	19.0	凵	receptacle
離	detach	リ、はなれる、はなす	19.0	禸	track
離	detach	リ、はなれる、はなす	19.0	隹	short-tailed bird
難	difficult	ナン、かたい、むずかしい	18.0	⺾	
難	difficult	ナン、かたい、むずかしい	18.0	隹	short-tailed bird
難	difficult	ナン、かたい、むずかしい	18.0	大	big
難	difficult	ナン、かたい、むずかしい	18.0	口	mouth
難	difficult	ナン、かたい、むずかしい	18.0	亠	lid
雨	rain	ウ、あめ、あま	8.0	雨	rain
雪	snow	セツ、ゆき	11.0	ヨ	
雪	snow	セツ、ゆき	11.0	雨	rain
雰	atmosphere	フン	12.0	雨	rain
雰	atmosphere	フン	12.0	刀	knife
雰	atmosphere	フン	12.0	ハ	
雲	cloud	ウン、くも	12.0	一	one
雲	cloud	ウン、くも	12.0	雨	rain
雲	cloud	ウン、くも	12.0	二	two
雲	cloud	ウン、くも	12.0	厶	private
零	zero	レイ	13.0	雨	rain
零	zero	レイ	13.0	𠆢	
零	zero	レイ	13.0	卩	seal (device)
零	zero	レイ	13.0	一	one
雷	thunder	ライ、かみなり	13.0	雨	rain
雷	thunder	ライ、かみなり	13.0	田	field
電	electricity	デン	13.0	雨	rain
電	electricity	デン	13.0	田	field
電	electricity	デン	13.0	乙	second
需	demand	ジュ	14.0	雨	rain
需	demand	ジュ	14.0	而	and
震	quake	シン、ふるう、ふるえる	15.0	衣	clothes
震	quake	シン、ふるう、ふるえる	15.0	雨	rain
震	quake	シン、ふるう、ふるえる	15.0	辰	morning
震	quake	シン、ふるう、ふるえる	15.0	厂	cliff
霊	spirits	レイ、リョウ、たま	15.0	｜	
霊	spirits	レイ、リョウ、たま	15.0	一	one
霊	spirits	レイ、リョウ、たま	15.0	雨	rain
霊	spirits	レイ、リョウ、たま	15.0	二	two
霜	frost	ソウ、しも	17.0	雨	rain
霜	frost	ソウ、しも	17.0	木	tree
霜	frost	ソウ、しも	17.0	目	eye
霧	fog	ム、きり	19.0	雨	rain
霧	fog	ム、きり	19.0	矛	spear
霧	fog	ム、きり	19.0	力	power
霧	fog	ム、きり	19.0	夂	go
露	dew	ロ、ロウ、つゆ	21.0	雨	rain
露	dew	ロ、ロウ、つゆ	21.0	口	mouth
露	dew	ロ、ロウ、つゆ	21.0	足	foot
露	dew	ロ、ロウ、つゆ	21.0	夂	go
青	blue	セイ、ショウ、あお、あおい	8.0	月	moon
青	blue	セイ、ショウ、あお、あおい	8.0	青	blue
青	blue	セイ、ショウ、あお、あおい	8.0	土	earth
青	blue	セイ、ショウ、あお、あおい	8.0	二	two
青	blue	セイ、ショウ、あお、あおい	8.0	亠	lid
静	quiet	セイ、ジョウ、しず、しずか、しずまる、しずめる	14.0	月	moon
静	quiet	セイ、ジョウ、しず、しずか、しずまる、しずめる	14.0	青	blue
静	quiet	セイ、ジョウ、しず、しずか、しずまる、しずめる	14.0	土	earth
静	quiet	セイ、ジョウ、しず、しずか、しずまる、しずめる	14.0	亅	hook
静	quiet	セイ、ジョウ、しず、しずか、しずまる、しずめる	14.0	亠	lid
静	quiet	セイ、ジョウ、しず、しずか、しずまる、しずめる	14.0	勹	wrap
静	quiet	セイ、ジョウ、しず、しずか、しずまる、しずめる	14.0	ヨ	
非	negative	ヒ	8.0	非	wrong
面	face	メン、おも、おもて、つら	9.0	面	face
革	leather	カク、かわ	9.0	革	leather
革	leather	カク、かわ	9.0	廾	arch
革	leather	カク、かわ	9.0	口	mouth
革	leather	カク、かわ	9.0	十	ten
靴	shoes	カ、くつ	13.0	⺅	
靴	shoes	カ、くつ	13.0	革	leather
靴	shoes	カ、くつ	13.0	匕	spoon
音	sound	オン、イン、おと、ね	9.0	音	sound
音	sound	オン、イン、おと、ね	9.0	日	sun
音	sound	オン、イン、おと、ね	9.0	立	stand
韻	rhyme	イン	19.0	音	sound
韻	rhyme	イン	19.0	貝	shell
韻	rhyme	イン	19.0	目	eye
韻	rhyme	イン	19.0	ハ	
韻	rhyme	イン	19.0	口	mouth
韻	rhyme	イン	19.0	日	sun
韻	rhyme	イン	19.0	立	stand
響	echo	キョウ、ひびく	20.0	音	sound
響	echo	キョウ、ひびく	20.0	艮	stopping
響	echo	キョウ、ひびく	20.0	日	sun
響	echo	キョウ、ひびく	20.0	⻏	city
響	echo	キョウ、ひびく	20.0	立	stand
響	echo	キョウ、ひびく	20.0	幺	short thread
頂	place on the head	チョウ、いただく、いただき	11.0	一	one
頂	place on the head	チョウ、いただく、いただき	11.0	貝	shell
頂	place on the head	チョウ、いただく、いただき	11.0	目	eye
頂	place on the head	チョウ、いただく、いただき	11.0	ハ	
頂	place on the head	チョウ、いただく、いただき	11.0	頁	leaf
頂	place on the head	チョウ、いただく、いただき	11.0	亅	hook
頃	times	ころ	11.0	貝	shell
頃	times	ころ	11.0	目	eye
頃	times	ころ	11.0	ハ	
頃	times	ころ	11.0	頁	leaf
頃	times	ころ	11.0	匕	spoon
項	paragraph	コウ	12.0	貝	shell
項	paragraph	コウ	12.0	目	eye
項	paragraph	コウ	12.0	ハ	
項	paragraph	コウ	12.0	工	work
項	paragraph	コウ	12.0	頁	leaf
順	obey	ジュン	12.0	貝	shell
順	obey	ジュン	12.0	目	eye
順	obey	ジュン	12.0	ハ	
順	obey	ジュン	12.0	川	river
順	obey	ジュン	12.0	頁	leaf
須	by all means	ス	12.0	貝	shell
須	by all means	ス	12.0	目	eye
須	by all means	ス	12.0	ハ	
須	by all means	ス	12.0	頁	leaf
須	by all means	ス	12.0	彡	bristle
預	deposit	ヨ、あずける、あずかる	13.0	貝	shell
預	deposit	ヨ、あずける、あずかる	13.0	目	eye
預	deposit	ヨ、あずける、あずかる	13.0	ハ	
預	deposit	ヨ、あずける、あずかる	13.0	欠	lack
預	deposit	ヨ、あずける、あずかる	13.0	マ	
預	deposit	ヨ、あずける、あずかる	13.0	一	one
預	deposit	ヨ、あずける、あずかる	13.0	亅	hook
預	deposit	ヨ、あずける、あずかる	13.0	頁	leaf
頑	stubborn	ガン	13.0	貝	shell
頑	stubborn	ガン	13.0	目	eye
頑	stubborn	ガン	13.0	ハ	
頑	stubborn	ガン	13.0	頁	leaf
頑	stubborn	ガン	13.0	儿	son, legs
頑	stubborn	ガン	13.0	二	two
頑	stubborn	ガン	13.0	元	origin
頒	partition	ハン	13.0	貝	shell
頒	partition	ハン	13.0	目	eye
頒	partition	ハン	13.0	刀	knife
頒	partition	ハン	13.0	ハ	
頒	partition	ハン	13.0	頁	leaf
頓	suddenly	トン	13.0	貝	shell
頓	suddenly	トン	13.0	目	eye
頓	suddenly	トン	13.0	ハ	
頓	suddenly	トン	13.0	頁	leaf
頓	suddenly	トン	13.0	屯	barracks
領	territory	リョウ	14.0	貝	shell
領	territory	リョウ	14.0	目	eye
領	territory	リョウ	14.0	ハ	
領	territory	リョウ	14.0	頁	leaf
領	territory	リョウ	14.0	𠆢	
領	territory	リョウ	14.0	卩	seal (device)
頭	head	トウ、ズ、ト、あたま、かしら	16.0	貝	shell
頭	head	トウ、ズ、ト、あたま、かしら	16.0	目	eye
頭	head	トウ、ズ、ト、あたま、かしら	16.0	ハ	
頭	head	トウ、ズ、ト、あたま、かしら	16.0	口	mouth
頭	head	トウ、ズ、ト、あたま、かしら	16.0	豆	bean
頭	head	トウ、ズ、ト、あたま、かしら	16.0	并	
頭	head	トウ、ズ、ト、あたま、かしら	16.0	頁	leaf
頻	repeatedly	ヒン	17.0	ノ	
頻	repeatedly	ヒン	17.0	貝	shell
頻	repeatedly	ヒン	17.0	目	eye
頻	repeatedly	ヒン	17.0	ハ	
頻	repeatedly	ヒン	17.0	止	stop
頻	repeatedly	ヒン	17.0	小	small
頻	repeatedly	ヒン	17.0	頁	leaf
頼	trust	ライ、たのむ、たのもしい、たよる	16.0	｜	
頼	trust	ライ、たのむ、たのもしい、たよる	16.0	貝	shell
頼	trust	ライ、たのむ、たのもしい、たよる	16.0	目	eye
頼	trust	ライ、たのむ、たのもしい、たよる	16.0	口	mouth
頼	trust	ライ、たのむ、たのもしい、たよる	16.0	ハ	
頼	trust	ライ、たのむ、たのもしい、たよる	16.0	頁	leaf
頼	trust	ライ、たのむ、たのもしい、たよる	16.0	木	tree
題	topic	ダイ	18.0	貝	shell
題	topic	ダイ	18.0	目	eye
題	topic	ダイ	18.0	ハ	
題	topic	ダイ	18.0	日	sun
題	topic	ダイ	18.0	疋	bolt of cloth
題	topic	ダイ	18.0	頁	leaf
額	amount	ガク、ひたい	18.0	貝	shell
額	amount	ガク、ひたい	18.0	目	eye
額	amount	ガク、ひたい	18.0	ハ	
額	amount	ガク、ひたい	18.0	口	mouth
額	amount	ガク、ひたい	18.0	頁	leaf
額	amount	ガク、ひたい	18.0	夂	go
額	amount	ガク、ひたい	18.0	宀	roof
顎	jaw	ガク、あご	18.0	貝	shell
