kanji	kanji_meaning	kanji_readings	kanji_strokes	component	component_meaning
潜	submerge	セン、ひそむ、もぐる	15.0	氵	water
潜	submerge	セン、ひそむ、もぐる	15.0	人	man
潜	submerge	セン、ひそむ、もぐる	15.0	土	earth
潜	submerge	セン、ひそむ、もぐる	15.0	日	sun
潟	lagoon	かた	15.0	臼	mortar
潟	lagoon	かた	15.0	氵	water
潟	lagoon	かた	15.0	勹	wrap
潟	lagoon	かた	15.0	灬	fire
潤	wet	ジュン、うるおう、うるおす、うるむ	15.0	王	jade
潤	wet	ジュン、うるおう、うるおす、うるむ	15.0	氵	water
潤	wet	ジュン、うるおう、うるおす、うるむ	15.0	門	gate
潮	tide	チョウ、しお	15.0	月	moon
潮	tide	チョウ、しお	15.0	十	ten
潮	tide	チョウ、しお	15.0	氵	water
潮	tide	チョウ、しお	15.0	日	sun
潰	crush	カイ、つぶす、つぶれる	15.0	貝	shell
潰	crush	カイ、つぶす、つぶれる	15.0	目	eye
潰	crush	カイ、つぶす、つぶれる	15.0	ハ	
潰	crush	カイ、つぶす、つぶれる	15.0	氵	water
潰	crush	カイ、つぶす、つぶれる	15.0	十	ten
潰	crush	カイ、つぶす、つぶれる	15.0	口	mouth
澄	lucidity	チョウ、すむ、すます	15.0	口	mouth
澄	lucidity	チョウ、すむ、すます	15.0	氵	water
澄	lucidity	チョウ、すむ、すます	15.0	豆	bean
澄	lucidity	チョウ、すむ、すます	15.0	并	
澄	lucidity	チョウ、すむ、すます	15.0	癶	footsteps
激	violent	ゲキ、はげしい	16.0	氵	water
激	violent	ゲキ、はげしい	16.0	白	white
激	violent	ゲキ、はげしい	16.0	方	square
激	violent	ゲキ、はげしい	16.0	攵	rap, tap
濁	voiced	ダク、にごる、にごす	16.0	氵	water
濁	voiced	ダク、にごる、にごす	16.0	虫	insect
濁	voiced	ダク、にごる、にごす	16.0	罒	
濁	voiced	ダク、にごる、にごす	16.0	勹	wrap
濃	concentrated	ノウ、こい	16.0	｜	
濃	concentrated	ノウ、こい	16.0	衣	clothes
濃	concentrated	ノウ、こい	16.0	一	one
濃	concentrated	ノウ、こい	16.0	氵	water
濃	concentrated	ノウ、こい	16.0	辰	morning
濃	concentrated	ノウ、こい	16.0	日	sun
濃	concentrated	ノウ、こい	16.0	厂	cliff
濫	excessive	ラン	18.0	ノ	
濫	excessive	ラン	18.0	皿	dish
濫	excessive	ラン	18.0	氵	water
濫	excessive	ラン	18.0	臣	minister
濫	excessive	ラン	18.0	二	two
濯	laundry	タク	17.0	ヨ	
濯	laundry	タク	17.0	氵	water
濯	laundry	タク	17.0	隹	short-tailed bird
瀬	rapids	せ	19.0	｜	
瀬	rapids	せ	19.0	貝	shell
瀬	rapids	せ	19.0	目	eye
瀬	rapids	せ	19.0	ハ	
瀬	rapids	せ	19.0	氵	water
瀬	rapids	せ	19.0	頁	leaf
火	fire	カ、ひ、ほ	4.0	火	fire
灯	lamp	トウ、ひ	6.0	一	one
灯	lamp	トウ、ひ	6.0	火	fire
灯	lamp	トウ、ひ	6.0	亅	hook
灰	ashes	カイ、はい	6.0	火	fire
灰	ashes	カイ、はい	6.0	厂	cliff
災	disaster	サイ、わざわい	7.0	火	fire
災	disaster	サイ、わざわい	7.0	巛	river
炉	hearth	ロ	8.0	火	fire
炉	hearth	ロ	8.0	戸	door
炉	hearth	ロ	8.0	一	one
炉	hearth	ロ	8.0	尸	corpse
炊	cook	スイ、たく	8.0	火	fire
炊	cook	スイ、たく	8.0	欠	lack
炎	inflammation	エン、ほのお	8.0	火	fire
炭	charcoal	タン、すみ	9.0	火	fire
炭	charcoal	タン、すみ	9.0	山	mountain
炭	charcoal	タン、すみ	9.0	厂	cliff
点	point	テン	9.0	口	mouth
点	point	テン	9.0	卜	divination
点	point	テン	9.0	灬	fire
為	do	イ	9.0	ノ	
為	do	イ	9.0	灬	fire
烈	ardent	レツ	10.0	刂	knife
烈	ardent	レツ	10.0	灬	fire
烈	ardent	レツ	10.0	歹	death
無	nothing	ム、ブ、ない	12.0	｜	
無	nothing	ム、ブ、ない	12.0	ノ	
無	nothing	ム、ブ、ない	12.0	一	one
無	nothing	ム、ブ、ない	12.0	灬	fire
無	nothing	ム、ブ、ない	12.0	無	nothing
焦	char	ショウ、こげる、こがす、こがれる、あせる	12.0	灬	fire
焦	char	ショウ、こげる、こがす、こがれる、あせる	12.0	隹	short-tailed bird
然	so	ゼン、ネン	12.0	犬	dog
然	so	ゼン、ネン	12.0	夕	evening
然	so	ゼン、ネン	12.0	灬	fire
焼	bake	ショウ、やく、やける	12.0	火	fire
焼	bake	ショウ、やく、やける	12.0	十	ten
焼	bake	ショウ、やく、やける	12.0	儿	son, legs
煙	smoke	エン、けむる、けむり、けむい	13.0	火	fire
煙	smoke	エン、けむる、けむり、けむい	13.0	西	cover
煙	smoke	エン、けむる、けむり、けむい	13.0	土	earth
照	illuminate	ショウ、てる、てらす、てれる	13.0	口	mouth
照	illuminate	ショウ、てる、てらす、てれる	13.0	刀	knife
照	illuminate	ショウ、てる、てらす、てれる	13.0	日	sun
照	illuminate	ショウ、てる、てらす、てれる	13.0	灬	fire
煩	anxiety	ハン、ボン、わずらう、わずらわす	13.0	火	fire
煩	anxiety	ハン、ボン、わずらう、わずらわす	13.0	貝	shell
煩	anxiety	ハン、ボン、わずらう、わずらわす	13.0	目	eye
煩	anxiety	ハン、ボン、わずらう、わずらわす	13.0	ハ	
煩	anxiety	ハン、ボン、わずらう、わずらわす	13.0	頁	leaf
煮	boil	シャ、にる、にえる、にやす	12.0	日	sun
煮	boil	シャ、にる、にえる、にやす	12.0	⺹	
煮	boil	シャ、にる、にえる、にやす	12.0	灬	fire
熊	bear	くま	14.0	月	moon
熊	bear	くま	14.0	匕	spoon
熊	bear	くま	14.0	厶	private
熊	bear	くま	14.0	灬	fire
熟	ripen	ジュク、うれる	15.0	丶	dot
熟	ripen	ジュク、うれる	15.0	九	nine
熟	ripen	ジュク、うれる	15.0	口	mouth
熟	ripen	ジュク、うれる	15.0	子	child
熟	ripen	ジュク、うれる	15.0	亠	lid
熟	ripen	ジュク、うれる	15.0	灬	fire
熱	heat	ネツ、あつい	15.0	土	earth
熱	heat	ネツ、あつい	15.0	九	nine
熱	heat	ネツ、あつい	15.0	丶	dot
熱	heat	ネツ、あつい	15.0	儿	son, legs
熱	heat	ネツ、あつい	15.0	灬	fire
燃	burn	ネン、もえる、もやす、もす	16.0	火	fire
燃	burn	ネン、もえる、もやす、もす	16.0	犬	dog
燃	burn	ネン、もえる、もやす、もす	16.0	夕	evening
燃	burn	ネン、もえる、もやす、もす	16.0	灬	fire
燥	parch	ソウ	17.0	火	fire
燥	parch	ソウ	17.0	口	mouth
燥	parch	ソウ	17.0	木	tree
燥	parch	ソウ	17.0	品	article
爆	explode	バク	19.0	｜	
爆	explode	バク	19.0	一	one
爆	explode	バク	19.0	火	fire
爆	explode	バク	19.0	水	water
爆	explode	バク	19.0	日	sun
爆	explode	バク	19.0	ハ	
爆	explode	バク	19.0	井	well
爪	claw	つめ、つま	4.0	爪	claw
爵	baron	シャク	17.0	艮	stopping
爵	baron	シャク	17.0	寸	inch
爵	baron	シャク	17.0	爪	claw
爵	baron	シャク	17.0	罒	
父	father	フ、ちち	4.0	父	father
爽	refreshing	ソウ、さわやか	11.0	一	one
爽	refreshing	ソウ、さわやか	11.0	人	man
爽	refreshing	ソウ、さわやか	11.0	亠	lid
片	one-sided	ヘン、かた	4.0	片	slice
版	printing block	ハン	8.0	片	slice
版	printing block	ハン	8.0	又	again
版	printing block	ハン	8.0	厂	cliff
牛	cow	ギュウ、うし	4.0	牛	cow
牧	breed	ボク、まき	8.0	牛	cow
牧	breed	ボク、まき	8.0	攵	rap, tap
物	thing	ブツ、モツ、もの	8.0	勿	
物	thing	ブツ、モツ、もの	8.0	牛	cow
物	thing	ブツ、モツ、もの	8.0	勹	wrap
牲	animal sacrifice	セイ	9.0	牛	cow
牲	animal sacrifice	セイ	9.0	生	life
特	special	トク	10.0	牛	cow
特	special	トク	10.0	寸	inch
特	special	トク	10.0	土	earth
犠	sacrifice	ギ	17.0	一	one
犠	sacrifice	ギ	17.0	王	jade
犠	sacrifice	ギ	17.0	牛	cow
犠	sacrifice	ギ	17.0	并	
犠	sacrifice	ギ	17.0	羊	sheep
犠	sacrifice	ギ	17.0	亅	hook
犠	sacrifice	ギ	17.0	戈	halberd
犠	sacrifice	ギ	17.0	手	hand
犬	dog	ケン、いぬ	4.0	犬	dog
犬	dog	ケン、いぬ	4.0	大	big
犬	dog	ケン、いぬ	4.0	丶	dot
犯	crime	ハン、おかす	5.0	乙	second
犯	crime	ハン、おかす	5.0	犭	dog
犯	crime	ハン、おかす	5.0	卩	seal (device)
状	form	ジョウ	7.0	犬	dog
状	form	ジョウ	7.0	爿	split wood
狂	lunatic	キョウ、くるう、くるおしい	7.0	王	jade
狂	lunatic	キョウ、くるう、くるおしい	7.0	犭	dog
狙	aim at	ソ、ねらう	8.0	一	one
狙	aim at	ソ、ねらう	8.0	犭	dog
狙	aim at	ソ、ねらう	8.0	目	eye
狩	hunt	シュ、かる、かり	9.0	寸	inch
狩	hunt	シュ、かる、かり	9.0	犭	dog
狩	hunt	シュ、かる、かり	9.0	宀	roof
独	alone	ドク、ひとり	9.0	虫	insect
独	alone	ドク、ひとり	9.0	犭	dog
狭	cramped	キョウ、せまい、せばめる、せばまる	9.0	人	man
狭	cramped	キョウ、せまい、せばめる、せばまる	9.0	大	big
狭	cramped	キョウ、せまい、せばめる、せばまる	9.0	二	two
狭	cramped	キョウ、せまい、せばめる、せばまる	9.0	并	
狭	cramped	キョウ、せまい、せばめる、せばまる	9.0	犭	dog
狭	cramped	キョウ、せまい、せばめる、せばまる	9.0	丶	dot
狭	cramped	キョウ、せまい、せばめる、せばまる	9.0	亠	lid
猛	fierce	モウ	11.0	皿	dish
猛	fierce	モウ	11.0	子	child
猛	fierce	モウ	11.0	犭	dog
猟	game-hunting	リョウ	11.0	⺌	small
猟	game-hunting	リョウ	11.0	犭	dog
猟	game-hunting	リョウ	11.0	用	use
猟	game-hunting	リョウ	11.0	几	table
猫	cat	ビョウ、ねこ	11.0	田	field
猫	cat	ビョウ、ねこ	11.0	犭	dog
猫	cat	ビョウ、ねこ	11.0	⺾	
献	offering	ケン、コン	13.0	干	dry
献	offering	ケン、コン	13.0	犬	dog
献	offering	ケン、コン	13.0	十	ten
献	offering	ケン、コン	13.0	并	
献	offering	ケン、コン	13.0	冂	wide
猶	furthermore	ユウ	12.0	酉	wine
猶	furthermore	ユウ	12.0	并	
猶	furthermore	ユウ	12.0	犭	dog
猿	monkey	エン、さる	13.0	衣	clothes
猿	monkey	エン、さる	13.0	口	mouth
猿	monkey	エン、さる	13.0	土	earth
猿	monkey	エン、さる	13.0	犭	dog
獄	prison	ゴク	14.0	言	speech
獄	prison	ゴク	14.0	犭	dog
獄	prison	ゴク	14.0	犬	dog
獣	animal	ジュウ、けもの	16.0	犬	dog
獣	animal	ジュウ、けもの	16.0	口	mouth
獣	animal	ジュウ、けもの	16.0	⺌	small
獣	animal	ジュウ、けもの	16.0	田	field
獲	seize	カク、える	16.0	犭	dog
獲	seize	カク、える	16.0	又	again
獲	seize	カク、える	16.0	⺾	
獲	seize	カク、える	16.0	隹	short-tailed bird
玄	mysterious	ゲン	5.0	玄	profound
玄	mysterious	ゲン	5.0	亠	lid
玄	mysterious	ゲン	5.0	幺	short thread
率	rate	ソツ、リツ、ひきいる	11.0	玄	profound
率	rate	ソツ、リツ、ひきいる	11.0	十	ten
率	rate	ソツ、リツ、ひきいる	11.0	亠	lid
率	rate	ソツ、リツ、ひきいる	11.0	冫	ice
率	rate	ソツ、リツ、ひきいる	11.0	幺	short thread
玉	ball	ギョク、たま	5.0	王	jade
玉	ball	ギョク、たま	5.0	丶	dot
王	king	オウ	4.0	王	jade
玩	trifle with	ガン	8.0	王	jade
玩	trifle with	ガン	8.0	儿	son, legs
玩	trifle with	ガン	8.0	二	two
玩	trifle with	ガン	8.0	元	origin
珍	rare	チン、めずらしい	9.0	王	jade
珍	rare	チン、めずらしい	9.0	𠆢	
珍	rare	チン、めずらしい	9.0	彡	bristle
珠	pearl	シュ	10.0	｜	
珠	pearl	シュ	10.0	ノ	
珠	pearl	シュ	10.0	王	jade
珠	pearl	シュ	10.0	牛	cow
珠	pearl	シュ	10.0	二	two
珠	pearl	シュ	10.0	ハ	
珠	pearl	シュ	10.0	木	tree
班	squad	ハン	10.0	王	jade
班	squad	ハン	10.0	土	earth
班	squad	ハン	10.0	厂	cliff
現	appear	ゲン、あらわれる、あらわす	11.0	王	jade
現	appear	ゲン、あらわれる、あらわす	11.0	見	see
球	sphere	キュウ、たま	11.0	王	jade
球	sphere	キュウ、たま	11.0	水	water
球	sphere	キュウ、たま	11.0	丶	dot
理	reason	リ	11.0	王	jade
理	reason	リ	11.0	里	village
琴	harp	キン、こと	12.0	王	jade
琴	harp	キン、こと	12.0	𠆢	
瑠	lapis lazuli	ル	14.0	王	jade
瑠	lapis lazuli	ル	14.0	田	field
瑠	lapis lazuli	ル	14.0	刀	knife
瑠	lapis lazuli	ル	14.0	厶	private
璃	glassy	リ	15.0	王	jade
璃	glassy	リ	15.0	亠	lid
璃	glassy	リ	15.0	凵	receptacle
璃	glassy	リ	15.0	禸	track
璧	sphere	ヘキ	18.0	王	jade
璧	sphere	ヘキ	18.0	口	mouth
璧	sphere	ヘキ	18.0	十	ten
璧	sphere	ヘキ	18.0	辛	bitter
璧	sphere	ヘキ	18.0	立	stand
璧	sphere	ヘキ	18.0	尸	corpse
環	ring	カン	17.0	衣	clothes
環	ring	カン	17.0	王	jade
環	ring	カン	17.0	口	mouth
環	ring	カン	17.0	罒	
環	ring	カン	17.0	一	one
璽	emperor's seal	ジ	19.0	｜	
璽	emperor's seal	ジ	19.0	一	one
璽	emperor's seal	ジ	19.0	王	jade
璽	emperor's seal	ジ	19.0	ハ	
璽	emperor's seal	ジ	19.0	冂	wide
璽	emperor's seal	ジ	19.0	爻	Trigrams
瓦	tile	ガ、かわら	5.0	瓦	tile
瓦	tile	ガ、かわら	5.0	一	one
瓶	flower pot	ビン	11.0	瓦	tile
瓶	flower pot	ビン	11.0	并	
甘	sweet	カン、あまい、あまえる、あまやかす	5.0	甘	sweet
甚	tremendously	ジン、はなはだ、はなはだしい	9.0	一	one
甚	tremendously	ジン、はなはだ、はなはだしい	9.0	甘	sweet
甚	tremendously	ジン、はなはだ、はなはだしい	9.0	儿	son, legs
生	life	セイ、ショウ、いきる、いかす、いける、うまれる、うむ、おう、はえる、はやす、き、なま	5.0	生	life
産	give birth	サン、うむ、うまれる、うぶ	11.0	ノ	
産	give birth	サン、うむ、うまれる、うぶ	11.0	生	life
産	give birth	サン、うむ、うまれる、うぶ	11.0	并	
産	give birth	サン、うむ、うまれる、うぶ	11.0	立	stand
産	give birth	サン、うむ、うまれる、うぶ	11.0	亠	lid
産	give birth	サン、うむ、うまれる、うぶ	11.0	厂	cliff
用	use	ヨウ、もちいる	5.0	用	use
田	rice paddy	デン、た	5.0	田	field
由	reason	ユ、ユウ、ユイ、よし	5.0	｜	
由	reason	ユ、ユウ、ユイ、よし	5.0	日	sun
由	reason	ユ、ユウ、ユイ、よし	5.0	田	field
甲	armor	コウ、カン	5.0	｜	
甲	armor	コウ、カン	5.0	日	sun
甲	armor	コウ、カン	5.0	田	field
申	say	シン、もうす	5.0	｜	
申	say	シン、もうす	5.0	日	sun
申	say	シン、もうす	5.0	田	field
男	male	ダン、ナン、おとこ	7.0	田	field
男	male	ダン、ナン、おとこ	7.0	力	power
町	town	チョウ、まち	7.0	一	one
町	town	チョウ、まち	7.0	田	field
町	town	チョウ、まち	7.0	亅	hook
画	tableau	ガ、カク	8.0	一	one
画	tableau	ガ、カク	8.0	田	field
画	tableau	ガ、カク	8.0	凵	receptacle
界	world	カイ	9.0	田	field
界	world	カイ	9.0	𠆢	
界	world	カイ	9.0	儿	son, legs
畏	fear	イ、おそれる	9.0	衣	clothes
畏	fear	イ、おそれる	9.0	一	one
畏	fear	イ、おそれる	9.0	田	field
畑	farm	はた、はたけ	9.0	火	fire
畑	farm	はた、はたけ	9.0	田	field
畔	paddy-ridge	ハン	10.0	｜	
畔	paddy-ridge	ハン	10.0	田	field
畔	paddy-ridge	ハン	10.0	二	two
畔	paddy-ridge	ハン	10.0	并	
畔	paddy-ridge	ハン	10.0	十	ten
留	detain	リュウ、ル、とめる、とまる	10.0	田	field
留	detain	リュウ、ル、とめる、とまる	10.0	刀	knife
留	detain	リュウ、ル、とめる、とまる	10.0	厶	private
畜	livestock	チク	10.0	玄	profound
畜	livestock	チク	10.0	田	field
畜	livestock	チク	10.0	亠	lid
畜	livestock	チク	10.0	幺	short thread
畝	furrow	うね	10.0	田	field
畝	furrow	うね	10.0	亠	lid
畝	furrow	うね	10.0	久	long time
略	abbreviation	リャク	11.0	口	mouth
略	abbreviation	リャク	11.0	田	field
略	abbreviation	リャク	11.0	夂	go
番	one's turn	バン	12.0	田	field
番	one's turn	バン	12.0	釆	distinguish
番	one's turn	バン	12.0	米	rice
異	uncommon	イ、こと	11.0	一	one
異	uncommon	イ、こと	11.0	田	field
異	uncommon	イ、こと	11.0	ハ	
異	uncommon	イ、こと	11.0	井	well
畳	tatami mat	ジョウ、たたむ、たたみ	12.0	一	one
畳	tatami mat	ジョウ、たたむ、たたみ	12.0	田	field
畳	tatami mat	ジョウ、たたむ、たたみ	12.0	冖	cloth cover
畿	capital	キ	15.0	田	field
畿	capital	キ	15.0	幺	short thread
畿	capital	キ	15.0	戈	halberd
畿	capital	キ	15.0	丶	dot
畿	capital	キ	15.0	ノ	
疎	alienate	ソ、うとい、うとむ	12.0	｜	
疎	alienate	ソ、うとい、うとむ	12.0	一	one
疎	alienate	ソ、うとい、うとむ	12.0	口	mouth
疎	alienate	ソ、うとい、うとむ	12.0	止	stop
疎	alienate	ソ、うとい、うとむ	12.0	木	tree
疑	doubt	ギ、うたがう	14.0	疋	bolt of cloth
疑	doubt	ギ、うたがう	14.0	矢	arrow
疑	doubt	ギ、うたがう	14.0	匕	spoon
疑	doubt	ギ、うたがう	14.0	マ	
疫	epidemic	エキ、ヤク	9.0	殳	weapon
疫	epidemic	エキ、ヤク	9.0	疒	sickness
疫	epidemic	エキ、ヤク	9.0	几	table
疫	epidemic	エキ、ヤク	9.0	又	again
疲	exhausted	ヒ、つかれる	10.0	皮	skin
疲	exhausted	ヒ、つかれる	10.0	又	again
疲	exhausted	ヒ、つかれる	10.0	疒	sickness
疾	rapidly	シツ	10.0	矢	arrow
疾	rapidly	シツ	10.0	疒	sickness
病	sick	ビョウ、ヘイ、やむ、やまい	10.0	一	one
病	sick	ビョウ、ヘイ、やむ、やまい	10.0	人	man
病	sick	ビョウ、ヘイ、やむ、やまい	10.0	冂	wide
病	sick	ビョウ、ヘイ、やむ、やまい	10.0	疒	sickness
症	symptoms	ショウ	10.0	一	one
症	symptoms	ショウ	10.0	止	stop
症	symptoms	ショウ	10.0	疒	sickness
痕	mark	コン、あと	11.0	艮	stopping
痕	mark	コン、あと	11.0	疒	sickness
痘	pox	トウ	12.0	口	mouth
痘	pox	トウ	12.0	豆	bean
痘	pox	トウ	12.0	并	
痘	pox	トウ	12.0	疒	sickness
痛	pain	ツウ、いたい、いたむ、いためる	12.0	用	use
痛	pain	ツウ、いたい、いたむ、いためる	12.0	疒	sickness
痛	pain	ツウ、いたい、いたむ、いためる	12.0	マ	
痢	diarrhea	リ	12.0	禾	grain
痢	diarrhea	リ	12.0	刂	knife
痢	diarrhea	リ	12.0	疒	sickness
痩	get thin	ソウ、やせる	12.0	又	again
痩	get thin	ソウ、やせる	12.0	疒	sickness
痴	stupid	チ	13.0	口	mouth
痴	stupid	チ	13.0	矢	arrow
痴	stupid	チ	13.0	疒	sickness
瘍	boil (medical)	ヨウ	14.0	ノ	
瘍	boil (medical)	ヨウ	14.0	一	one
瘍	boil (medical)	ヨウ	14.0	日	sun
瘍	boil (medical)	ヨウ	14.0	勹	wrap
瘍	boil (medical)	ヨウ	14.0	疒	sickness
療	heal	リョウ	17.0	小	small
療	heal	リョウ	17.0	日	sun
療	heal	リョウ	17.0	并	
療	heal	リョウ	17.0	𠆢	
療	heal	リョウ	17.0	疒	sickness
癒	healing	ユ、いえる、いやす	18.0	刂	knife
癒	healing	ユ、いえる、いやす	18.0	月	moon
癒	healing	ユ、いえる、いやす	18.0	心	heart
癒	healing	ユ、いえる、いやす	18.0	𠆢	
癒	healing	ユ、いえる、いやす	18.0	疒	sickness
癖	mannerism	ヘキ、くせ	18.0	口	mouth
癖	mannerism	ヘキ、くせ	18.0	十	ten
癖	mannerism	ヘキ、くせ	18.0	辛	bitter
癖	mannerism	ヘキ、くせ	18.0	立	stand
癖	mannerism	ヘキ、くせ	18.0	尸	corpse
癖	mannerism	ヘキ、くせ	18.0	疒	sickness
発	departure	ハツ、ホツ	9.0	二	two
発	departure	ハツ、ホツ	9.0	儿	son, legs
発	departure	ハツ、ホツ	9.0	癶	footsteps
登	climb	トウ、ト、のぼる	12.0	口	mouth
登	climb	トウ、ト、のぼる	12.0	豆	bean
登	climb	トウ、ト、のぼる	12.0	并	
登	climb	トウ、ト、のぼる	12.0	癶	footsteps
白	white	ハク、ビャク、しろ、しら、しろい	5.0	白	white
百	hundred	ヒャク	6.0	一	one
百	hundred	ヒャク	6.0	白	white
的	target	テキ、まと	8.0	白	white
的	target	テキ、まと	8.0	丶	dot
的	target	テキ、まと	8.0	勹	wrap
皆	all	カイ、みな	9.0	白	white
皆	all	カイ、みな	9.0	比	compare
皇	emperor	コウ、オウ	9.0	王	jade
皇	emperor	コウ、オウ	9.0	白	white
皮	skin	ヒ、かわ	5.0	皮	skin
皮	skin	ヒ、かわ	5.0	又	again
皿	dish	さら	5.0	皿	dish
盆	basin	ボン	9.0	皿	dish
盆	basin	ボン	9.0	刀	knife
盆	basin	ボン	9.0	ハ	
益	benefit	エキ、ヤク	10.0	一	one
益	benefit	エキ、ヤク	10.0	皿	dish
益	benefit	エキ、ヤク	10.0	ハ	
益	benefit	エキ、ヤク	10.0	并	
盗	steal	トウ、ぬすむ	11.0	欠	lack
盗	steal	トウ、ぬすむ	11.0	皿	dish
盗	steal	トウ、ぬすむ	11.0	冫	ice
盛	prosper	セイ、ジョウ、もる、さかる、さかん	11.0	ノ	
盛	prosper	セイ、ジョウ、もる、さかる、さかん	11.0	皿	dish
盛	prosper	セイ、ジョウ、もる、さかる、さかん	11.0	戈	halberd
盟	alliance	メイ	13.0	月	moon
盟	alliance	メイ	13.0	皿	dish
盟	alliance	メイ	13.0	日	sun
監	oversee	カン	15.0	皿	dish
監	oversee	カン	15.0	臣	minister
監	oversee	カン	15.0	二	two
盤	tray	バン	15.0	皿	dish
盤	tray	バン	15.0	舟	boat
盤	tray	バン	15.0	殳	weapon
盤	tray	バン	15.0	几	table
盤	tray	バン	15.0	又	again
目	eye	モク、ボク、め、ま	5.0	目	eye
盲	blind	モウ	8.0	亡	deceased
盲	blind	モウ	8.0	目	eye
盲	blind	モウ	8.0	亠	lid
直	straight	チョク、ジキ、ただちに、なおす、なおる	8.0	十	ten
直	straight	チョク、ジキ、ただちに、なおす、なおる	8.0	目	eye
直	straight	チョク、ジキ、ただちに、なおす、なおる	8.0	｜	
直	straight	チョク、ジキ、ただちに、なおす、なおる	8.0	一	one
相	mutual	ソウ、ショウ、あい	9.0	木	tree
相	mutual	ソウ、ショウ、あい	9.0	目	eye
盾	shield	ジュン、たて	9.0	斤	axe
盾	shield	ジュン、たて	9.0	十	ten
盾	shield	ジュン、たて	9.0	目	eye
盾	shield	ジュン、たて	9.0	厂	cliff
省	government ministry	セイ、ショウ、かえりみる、はぶく	9.0	ノ	
省	government ministry	セイ、ショウ、かえりみる、はぶく	9.0	小	small
省	government ministry	セイ、ショウ、かえりみる、はぶく	9.0	目	eye
眉	eyebrow	ビ、ミ、まゆ	9.0	目	eye
眉	eyebrow	ビ、ミ、まゆ	9.0	尸	corpse
眉	eyebrow	ビ、ミ、まゆ	9.0	｜	
看	watch over	カン	9.0	ノ	
看	watch over	カン	9.0	一	one
看	watch over	カン	9.0	手	hand
看	watch over	カン	9.0	二	two
看	watch over	カン	9.0	目	eye
県	prefecture	ケン	9.0	小	small
県	prefecture	ケン	9.0	目	eye
真	true	シン、ま	10.0	一	one
真	true	シン、ま	10.0	十	ten
真	true	シン、ま	10.0	ハ	
真	true	シン、ま	10.0	目	eye
眠	sleep	ミン、ねむる、ねむい	10.0	口	mouth
眠	sleep	ミン、ねむる、ねむい	10.0	氏	clan
眠	sleep	ミン、ねむる、ねむい	10.0	目	eye
眺	stare	チョウ、ながめる	11.0	目	eye
眺	stare	チョウ、ながめる	11.0	儿	son, legs
眺	stare	チョウ、ながめる	11.0	冫	ice
眼	eyeball	ガン、ゲン、まなこ	11.0	艮	stopping
眼	eyeball	ガン、ゲン、まなこ	11.0	目	eye
着	wear	チャク、ジャク、きる、きせる、つく、つける	12.0	ノ	
着	wear	チャク、ジャク、きる、きせる、つく、つける	12.0	王	jade
着	wear	チャク、ジャク、きる、きせる、つく、つける	12.0	并	
着	wear	チャク、ジャク、きる、きせる、つく、つける	12.0	目	eye
着	wear	チャク、ジャク、きる、きせる、つく、つける	12.0	羊	sheep
睡	drowsy	スイ	13.0	｜	
睡	drowsy	スイ	13.0	ノ	
睡	drowsy	スイ	13.0	一	one
睡	drowsy	スイ	13.0	目	eye
督	coach	トク	13.0	小	small
督	coach	トク	13.0	卜	divination
督	coach	トク	13.0	又	again
督	coach	トク	13.0	目	eye
睦	harmonious	ボク	13.0	土	earth
睦	harmonious	ボク	13.0	目	eye
睦	harmonious	ボク	13.0	儿	son, legs
瞬	wink	シュン、またたく	18.0	牛	cow
瞬	wink	シュン、またたく	18.0	舛	oppose
瞬	wink	シュン、またたく	18.0	爪	claw
瞬	wink	シュン、またたく	18.0	目	eye
瞬	wink	シュン、またたく	18.0	夕	evening
瞬	wink	シュン、またたく	18.0	冖	cloth cover
瞭	clear	リョウ	17.0	小	small
瞭	clear	リョウ	17.0	日	sun
瞭	clear	リョウ	17.0	并	
瞭	clear	リョウ	17.0	目	eye
瞭	clear	リョウ	17.0	𠆢	
瞳	pupil	ドウ、ひとみ	17.0	目	eye
瞳	pupil	ドウ、ひとみ	17.0	里	village
瞳	pupil	ドウ、ひとみ	17.0	立	stand
矛	halberd	ム、ほこ	5.0	矛	spear
矛	halberd	ム、ほこ	5.0	マ	
矢	arrow	シ、や	5.0	ノ	
矢	arrow	シ、や	5.0	大	big
矢	arrow	シ、や	5.0	一	one
矢	arrow	シ、や	5.0	矢	arrow
知	know	チ、しる	8.0	口	mouth
知	know	チ、しる	8.0	矢	arrow
短	short	タン、みじかい	12.0	口	mouth
短	short	タン、みじかい	12.0	豆	bean
短	short	タン、みじかい	12.0	并	
短	short	タン、みじかい	12.0	矢	arrow
矯	rectify	キョウ、ためる	17.0	ノ	
矯	rectify	キョウ、ためる	17.0	口	mouth
矯	rectify	キョウ、ためる	17.0	矢	arrow
矯	rectify	キョウ、ためる	17.0	冂	wide
矯	rectify	キョウ、ためる	17.0	大	big
石	stone	セキ、シャク、コク、いし	5.0	口	mouth
石	stone	セキ、シャク、コク、いし	5.0	石	stone
砂	sand	サ、シャ、すな	9.0	ノ	
砂	sand	サ、シャ、すな	9.0	口	mouth
砂	sand	サ、シャ、すな	9.0	小	small
砂	sand	サ、シャ、すな	9.0	石	stone
研	sharpen	ケン、とぐ	9.0	｜	
研	sharpen	ケン、とぐ	9.0	口	mouth
研	sharpen	ケン、とぐ	9.0	石	stone
研	sharpen	ケン、とぐ	9.0	亅	hook
研	sharpen	ケン、とぐ	9.0	廾	arch
